,question,answer,image_id,answer_idx,tokens,indexed
116,what is behind the sofa,mirror,image1219,-1,"['what', 'is', 'behind', 'the', 'sofa']","[1060, 510, 70, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117,what is hung on the left side top corner of the mirror,medal,image1044,-1,"['what', 'is', 'hung', 'on', 'the', 'left', 'side', 'top', 'corner', 'of', 'the', 'mirror']","[1060, 510, 475, 646, 966, 562, 854, 993, 240, 643, 966, 604, 0, 0, 0, 0, 0, 0, 0, 0]"
118,what is the colour of the laundry basket,blue,image406,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'laundry', 'basket']","[1060, 510, 966, 211, 643, 966, 556, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119,what is the colour of bottles in the last shelf,"blue, white, black",image102,-1,"['what', 'is', 'the', 'colour', 'of', 'bottles', 'in', 'the', 'last', 'shelf']","[1060, 510, 966, 211, 643, 111, 500, 966, 555, 842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,what is the large black object,television,image1134,-1,"['what', 'is', 'the', 'large', 'black', 'object']","[1060, 510, 966, 552, 90, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
121,what is on the left side of the sink,stand,image873,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'sink']","[1060, 510, 646, 966, 562, 854, 643, 966, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,what is the colour of the clothes on the chair,pink,image418,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'clothes', 'on', 'the', 'chair']","[1060, 510, 966, 211, 643, 966, 202, 646, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123,what is on the left side of the table,bed,image937,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'table']","[1060, 510, 646, 966, 562, 854, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,what color is the piano,brown,image1387,-1,"['what', 'color', 'is', 'the', 'piano']","[1060, 207, 510, 966, 702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125,what is the object close to the wall above the sink,mirror,image46,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'wall', 'above', 'the', 'sink']","[1060, 510, 966, 639, 196, 984, 966, 1049, 5, 966, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,how many drawers are visible,8,image1065,-1,"['how', 'many', 'drawers', 'are', 'visible']","[474, 588, 314, 26, 1046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
127,what is behind the sofa,pool_table,image1206,-1,"['what', 'is', 'behind', 'the', 'sofa']","[1060, 510, 70, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
128,what is on the drawer table,stove,image809,-1,"['what', 'is', 'on', 'the', 'drawer', 'table']","[1060, 510, 646, 966, 313, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,what object is found to the left side of the sofa,bed,image971,-1,"['what', 'object', 'is', 'found', 'to', 'the', 'left', 'side', 'of', 'the', 'sofa']","[1060, 639, 510, 391, 984, 966, 562, 854, 643, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
130,what is in front of the bed,chair,image1124,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'bed']","[1060, 510, 500, 400, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,how many chairs surround the table,6,image54,-1,"['how', 'many', 'chairs', 'surround', 'the', 'table']","[474, 588, 178, 930, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
132,what is on bed,pillow,image527,-1,"['what', 'is', 'on', 'bed']","[1060, 510, 646, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133,what is behind the table,window,image276,-1,"['what', 'is', 'behind', 'the', 'table']","[1060, 510, 70, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,what is the colour of the chair,purple,image1265,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'chair']","[1060, 510, 966, 211, 643, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,what is on the table,papers,image332,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
136,what is left of chair,window,image531,-1,"['what', 'is', 'left', 'of', 'chair']","[1060, 510, 562, 643, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
137,what is behind the papers book,monitor,image621,-1,"['what', 'is', 'behind', 'the', 'papers', 'book']","[1060, 510, 70, 966, 682, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,what is in the bottom left corner,sofa,image1258,-1,"['what', 'is', 'in', 'the', 'bottom', 'left', 'corner']","[1060, 510, 500, 966, 112, 562, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
139,what is the colour of the book,brown,image515,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'book']","[1060, 510, 966, 211, 643, 966, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,how many draw handle displayed,2,image741,-1,"['how', 'many', 'draw', 'handle', 'displayed']","[474, 588, 312, 436, 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,what is the colour of the towel,blue,image688,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'towel']","[1060, 510, 966, 211, 643, 966, 998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142,what is the colour of the chair,red,image1183,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'chair']","[1060, 510, 966, 211, 643, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,what is on the sofa,pillow,image424,-1,"['what', 'is', 'on', 'the', 'sofa']","[1060, 510, 646, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,what is in front of the pillow,comforter,image64,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'pillow']","[1060, 510, 500, 400, 643, 966, 712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,name a few things that are in the rack,"bottle, container, bottle_of_liquid",image577,-1,"['name', 'a', 'few', 'things', 'that', 'are', 'in', 'the', 'rack']","[620, 4, 359, 971, 965, 26, 500, 966, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
146,what is on the left side of the bed,carton,image980,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'bed']","[1060, 510, 646, 966, 562, 854, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,what color is the lamp shade on the cabinet,white,image612,-1,"['what', 'color', 'is', 'the', 'lamp', 'shade', 'on', 'the', 'cabinet']","[1060, 207, 510, 966, 546, 833, 646, 966, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
148,what is found below the book rack,oven,image817,-1,"['what', 'is', 'found', 'below', 'the', 'book', 'rack']","[1060, 510, 391, 72, 966, 102, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,how many posters are,2,image184,-1,"['how', 'many', 'posters', 'are']","[474, 588, 742, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,what is near the table,bunk_bed,image365,-1,"['what', 'is', 'near', 'the', 'table']","[1060, 510, 623, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,what is in front of the gray rack,garbage_bin,image112,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'gray', 'rack']","[1060, 510, 500, 400, 643, 966, 424, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,how many pillows are there,2,image71,-1,"['how', 'many', 'pillows', 'are', 'there']","[474, 588, 713, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,how many frames are reflected in the mirror,2,image44,-1,"['how', 'many', 'frames', 'are', 'reflected', 'in', 'the', 'mirror']","[474, 588, 396, 26, 772, 500, 966, 604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,what is above the drawer,"framed_certificate, picture",image992,-1,"['what', 'is', 'above', 'the', 'drawer']","[1060, 510, 5, 966, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,what color is the door,white,image1397,-1,"['what', 'color', 'is', 'the', 'door']","[1060, 207, 510, 966, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
156,what is hanged on the chair,clothes,image1053,-1,"['what', 'is', 'hanged', 'on', 'the', 'chair']","[1060, 510, 441, 646, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,what is on the floor,floor_mat,image1172,-1,"['what', 'is', 'on', 'the', 'floor']","[1060, 510, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,what is behind the chair,door,image554,-1,"['what', 'is', 'behind', 'the', 'chair']","[1060, 510, 70, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159,what is on the right side of the decoration plate,curtain,image1091,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'decoration', 'plate']","[1060, 510, 646, 966, 785, 854, 643, 966, 274, 725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,what is on the desk close to the bookshelf,book,image517,-1,"['what', 'is', 'on', 'the', 'desk', 'close', 'to', 'the', 'bookshelf']","[1060, 510, 646, 966, 279, 196, 984, 966, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
161,what is behind the chair,blinds,image1264,-1,"['what', 'is', 'behind', 'the', 'chair']","[1060, 510, 70, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,what is the candle holder by,incense_holder,image120,-1,"['what', 'is', 'the', 'candle', 'holder', 'by']","[1060, 510, 966, 148, 460, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163,what object is on the table,lamp,image1074,-1,"['what', 'object', 'is', 'on', 'the', 'table']","[1060, 639, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
164,where are the books,bookshelf,image627,-1,"['where', 'are', 'the', 'books']","[1063, 26, 966, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
165,what is present on the left side,table,image1032,-1,"['what', 'is', 'present', 'on', 'the', 'left', 'side']","[1060, 510, 748, 646, 966, 562, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
166,what is on the bed,clothes,image1043,-1,"['what', 'is', 'on', 'the', 'bed']","[1060, 510, 646, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
167,what is found on the right side,bed,image909,-1,"['what', 'is', 'found', 'on', 'the', 'right', 'side']","[1060, 510, 391, 646, 966, 785, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
168,what is the colour of the floor mat,red,image351,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'floor', 'mat']","[1060, 510, 966, 211, 643, 966, 377, 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,what is above the tap,mirror,image679,-1,"['what', 'is', 'above', 'the', 'tap']","[1060, 510, 5, 966, 950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,what is on the left side of the picture,door,image1028,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'picture']","[1060, 510, 646, 966, 562, 854, 643, 966, 703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
171,what objects are seen in the mirror,"sofa, photo, window, door",image1270,-1,"['what', 'objects', 'are', 'seen', 'in', 'the', 'mirror']","[1060, 640, 26, 831, 500, 966, 604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
172,what is on the left side of the decorative item,door,image1236,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'decorative', 'item']","[1060, 510, 646, 966, 562, 854, 643, 966, 276, 513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
173,what is to left of hanger,shelves,image517,-1,"['what', 'is', 'to', 'left', 'of', 'hanger']","[1060, 510, 984, 562, 643, 442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
174,what is in front of the chairs in the table,table,image1228,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'chairs', 'in', 'the', 'table']","[1060, 510, 500, 400, 643, 966, 178, 500, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,what is on the left side of the table,book,image626,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'table']","[1060, 510, 646, 966, 562, 854, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
176,what is the object close to the wall above the counter,mirror,image671,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'wall', 'above', 'the', 'counter']","[1060, 510, 966, 639, 196, 984, 966, 1049, 5, 966, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
177,what is on the sofa,"pillow, clothes",image430,-1,"['what', 'is', 'on', 'the', 'sofa']","[1060, 510, 646, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
178,what is the border colour of the dinning table,red,image794,-1,"['what', 'is', 'the', 'border', 'colour', 'of', 'the', 'dinning', 'table']","[1060, 510, 966, 107, 211, 643, 966, 286, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
179,what is on the left side of the table,bookshelf,image964,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'table']","[1060, 510, 646, 966, 562, 854, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180,what is the object close to the wall,photo,image1094,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'wall']","[1060, 510, 966, 639, 196, 984, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
181,what is the largest object,refridgerator,image559,-1,"['what', 'is', 'the', 'largest', 'object']","[1060, 510, 966, 554, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
182,what is the object on the stool,lamp,image909,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'stool']","[1060, 510, 966, 639, 646, 966, 916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
183,what is on the door,door_knob,image339,-1,"['what', 'is', 'on', 'the', 'door']","[1060, 510, 646, 966, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
184,what is the object on the floor in front of the wall,cabinet,image1149,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'in', 'front', 'of', 'the', 'wall']","[1060, 510, 966, 639, 646, 966, 377, 500, 400, 643, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0]"
185,what is in front of the black wall on the right side of the projector screen,monitor,image7,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'black', 'wall', 'on', 'the', 'right', 'side', 'of', 'the', 'projector', 'screen']","[1060, 510, 500, 400, 643, 966, 90, 1049, 646, 966, 785, 854, 643, 966, 752, 819, 0, 0, 0, 0]"
186,what is the largest object,table,image1344,-1,"['what', 'is', 'the', 'largest', 'object']","[1060, 510, 966, 554, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
187,what is on the right side of the picture,bag,image975,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'picture']","[1060, 510, 646, 966, 785, 854, 643, 966, 703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
188,what is on the wall,picture,image792,-1,"['what', 'is', 'on', 'the', 'wall']","[1060, 510, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
189,what is on the left most side,blinds,image1221,-1,"['what', 'is', 'on', 'the', 'left', 'most', 'side']","[1060, 510, 646, 966, 562, 612, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
190,how many red objects are on the cabinets,1,image450,-1,"['how', 'many', 'red', 'objects', 'are', 'on', 'the', 'cabinets']","[474, 588, 771, 640, 26, 646, 966, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,what colour shirt is the man wearing,black,image222,-1,"['what', 'colour', 'shirt', 'is', 'the', 'man', 'wearing']","[1060, 211, 845, 510, 966, 585, 1057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
192,what is the colour of the chair,"brown, white",image1134,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'chair']","[1060, 510, 966, 211, 643, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
193,what is the object close to the ceiling and in front of the window,projector_screen,image27,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'ceiling', 'and', 'in', 'front', 'of', 'the', 'window']","[1060, 510, 966, 639, 196, 984, 966, 167, 15, 500, 400, 643, 966, 1072, 0, 0, 0, 0, 0, 0]"
194,how many drawer handles are there,5,image670,-1,"['how', 'many', 'drawer', 'handles', 'are', 'there']","[474, 588, 313, 437, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
195,what is stuck on the wall,candelabra,image1324,-1,"['what', 'is', 'stuck', 'on', 'the', 'wall']","[1060, 510, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196,what is the object on the side rack that rotates,notecards,image101,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'side', 'rack', 'that', 'rotates']","[1060, 510, 966, 639, 646, 966, 854, 759, 965, 797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
197,what object is blue in colour,sofa,image325,-1,"['what', 'object', 'is', 'blue', 'in', 'colour']","[1060, 639, 510, 98, 500, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
198,what is the object close to the door,door_knob,image650,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'door']","[1060, 510, 966, 639, 196, 984, 966, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
199,what is the round object on the wall,clock,image336,-1,"['what', 'is', 'the', 'round', 'object', 'on', 'the', 'wall']","[1060, 510, 966, 798, 639, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
200,what is in front of red bag on the bathroom basin,hair_brush,image44,-1,"['what', 'is', 'in', 'front', 'of', 'red', 'bag', 'on', 'the', 'bathroom', 'basin']","[1060, 510, 500, 400, 643, 771, 42, 646, 966, 58, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201,what is in front of the chair in the table,briefcase,image610,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'chair', 'in', 'the', 'table']","[1060, 510, 500, 400, 643, 966, 177, 500, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202,how many chairs are there,3,image467,-1,"['how', 'many', 'chairs', 'are', 'there']","[474, 588, 178, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203,what is hung on the wall,"picture, picture",image54,-1,"['what', 'is', 'hung', 'on', 'the', 'wall']","[1060, 510, 475, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
204,what is stuck on the wall,photo,image1063,-1,"['what', 'is', 'stuck', 'on', 'the', 'wall']","[1060, 510, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
205,what colour is the wall,white,image566,-1,"['what', 'colour', 'is', 'the', 'wall']","[1060, 211, 510, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
206,how many legs in revolving chair,5,image782,-1,"['how', 'many', 'legs', 'in', 'revolving', 'chair']","[474, 588, 564, 500, 781, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
207,what is found on the floor,hat,image1065,-1,"['what', 'is', 'found', 'on', 'the', 'floor']","[1060, 510, 391, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
208,what is at the centre of the table,"vase, flower",image805,-1,"['what', 'is', 'at', 'the', 'centre', 'of', 'the', 'table']","[1060, 510, 32, 966, 173, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
209,how many chairs are there,10,image1394,-1,"['how', 'many', 'chairs', 'are', 'there']","[474, 588, 178, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
210,how many chair are,5,image258,-1,"['how', 'many', 'chair', 'are']","[474, 588, 177, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
211,what is on the right side of the lamp,monitor,image93,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'lamp']","[1060, 510, 646, 966, 785, 854, 643, 966, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
212,what are the colours of the clothes,"pink, black, white, blue",image99,-1,"['what', 'are', 'the', 'colours', 'of', 'the', 'clothes']","[1060, 26, 966, 213, 643, 966, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
213,how many picture frames are there,2,image842,-1,"['how', 'many', 'picture', 'frames', 'are', 'there']","[474, 588, 703, 396, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
214,what is on the table,computer,image605,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
215,what is on the ping pong table,ping_pong_racket,image641,-1,"['what', 'is', 'on', 'the', 'ping', 'pong', 'table']","[1060, 510, 646, 966, 714, 736, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
216,what is on the left side of the tap,bottle_of_hand_wash_liquid,image653,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'tap']","[1060, 510, 646, 966, 562, 854, 643, 966, 950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
217,what are the things on the night stand,"bottle_of_perfume, papers",image64,-1,"['what', 'are', 'the', 'things', 'on', 'the', 'night', 'stand']","[1060, 26, 966, 971, 646, 966, 629, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
218,what is on the left side of the purple chair,door,image397,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'purple', 'chair']","[1060, 510, 646, 966, 562, 854, 643, 966, 757, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
219,what is on the right side of the drawer table,chair,image917,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'drawer', 'table']","[1060, 510, 646, 966, 785, 854, 643, 966, 313, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
220,what is present in the desk,shelves,image1043,-1,"['what', 'is', 'present', 'in', 'the', 'desk']","[1060, 510, 748, 500, 966, 279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
221,what is left side of the headphones,tissue_roll,image59,-1,"['what', 'is', 'left', 'side', 'of', 'the', 'headphones']","[1060, 510, 562, 854, 643, 966, 449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
222,what is beneath the framed picture,sofa,image1444,-1,"['what', 'is', 'beneath', 'the', 'framed', 'picture']","[1060, 510, 75, 966, 395, 703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
223,what is above the stove,microwave,image562,-1,"['what', 'is', 'above', 'the', 'stove']","[1060, 510, 5, 966, 920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
224,what is the largest object on the counter,grill,image137,-1,"['what', 'is', 'the', 'largest', 'object', 'on', 'the', 'counter']","[1060, 510, 966, 554, 639, 646, 966, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
225,what is on the left side of the mirror,blinds,image990,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'mirror']","[1060, 510, 646, 966, 562, 854, 643, 966, 604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
226,what is in front of the blinds,table,image936,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'blinds']","[1060, 510, 500, 400, 643, 966, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
227,what is to the left of the tv stand,trolley,image169,-1,"['what', 'is', 'to', 'the', 'left', 'of', 'the', 'tv', 'stand']","[1060, 510, 984, 966, 562, 643, 966, 1021, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
